,,,,,,,,,,,,,delivery,,,,eval points,,,,,
0e4bb7ac-274a-4540-b7ca-35327adc3b93,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
50732702-1469-47c0-a7de-02852263c377,,,,,,cookies,,,,,,,0,0,0,,0,0,,0,0,
92df8742-187f-4e95-ba82-f00a796efb8e,,,,,,can explain what cookies are and why they are used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
92e759e4-49d2-4337-95b6-3cc29b64692f,,,,,,can make use of cookies in an HTTP server,,,,skill,core,,0,0,1,,0,1,,1,0,
740dd321-c8ff-4374-a57c-be420d3ce3ff,,,,,,sets appropriate data in cookies,,,,habit,core,,0,0,0,,0,1,,1,0,
72f0553d-3c91-41d8-b88c-2c466034b260,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
61f1b749-cdd8-4bd1-ad0d-5a7178f1b7d8,,,,,DNS,,,,,,,,0,0,0,,0,0,,0,0,
b38bb7f9-7f9b-4712-a18a-a6b2e8e37872,,,,,can explain the role that DNS plays in the web stack,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
dac28722-6d96-4a57-aec3-fcf50b2db742,,,,,can explain domain names and how they are resolved to IP addresses,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
519cef1d-7e3f-457d-8167-cfe63902a0b7,,,,,"can list common DNS record types (A, NS, MX, CNAME) and explain their function",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
3faba598-7b1e-46b3-b159-8c51cee932e3,,,,,TLS/SSL,,,,,,,,0,0,0,,0,0,,0,0,
54f50dcc-109e-40f7-abeb-3ebd52e2a6ca,,,,,can explain the role that TLS/SSL plays in the web stack,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
b79a0df2-eb51-40f1-bc0e-ebdc74a1d171,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
08322dae-d32a-4af1-a93a-ee81cb0c3223,,,,,TCP,,,,,,,,0,0,0,,0,0,,0,0,
be06d98b-c270-4176-bb43-86a64fe1a0bf,,,,,can explain the role that TCP plays in the web stack,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
01949a36-18dc-440c-8766-c7d8fc351aa9,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
21ead7a5-f679-48e5-a363-1d2bce01b91f,,,,,IP,,,,,,,,0,0,0,,0,0,,0,0,
42a58896-b95b-43b5-8df7-805d9e151d11,,,,,can explain the role that IP plays in the web stack,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
fd752df5-10e8-4ee0-baf1-18e2c926e99a,,,,,ip addresses,,,,,,,,0,0,0,,0,0,,0,0,
6a88cd23-7641-458c-b736-4314583bab35,,,,,ipv4 vs ipv6,,,,,,,,0,0,0,,0,0,,0,0,
aaefec5e-893e-4ca0-88f3-e3255cab716f,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,browser,,,,,,,,,,,,,,,,,,
ad1e8cb0-40e2-4f75-9239-6ec4292996a6,,,,"can explain what a ""browser"" is",,,,,,knowledge,core,,,,,,,,,,,
a6c069e5-fc06-41c2-9090-1569b90010db,,,,"can list popular browsers (Chrome, Firefox, Internet Explorer)",,,,,,knowledge,core,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,browser engines,,,,,,,,,,,,,,,,,
a0818768-2795-4ca8-b1bc-fee420bd732e,,,,,"can explain what is meant by ""browser engine""",,,,,knowledge,core,,,,,,,,,,,
3135f258-80c5-47f2-9c94-a71bb4332024,,,,,"can list the popular browser engines (webkit, blink, trident, gecko) and which browsers use them",,,,,knowledge,ideal,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
56c1bb04-5e9c-4ccb-853e-6af6702fa52f,,,,frontend,,,,,,,,,0,0,0,,0,0,,0,0,
5e8f7aea-114a-4efc-b009-3d79b17252ea,,,,"can explain how HTML, CSS and JS interact",,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
8c4272b1-a51e-4ea8-a7c8-e58d86c187fb,S,,,,html,,,,,,,,0,0,0,,0,0,,0,0,
de73909e-652c-4015-bc2e-f77f4055329c,,,,,"can explain what ""HTML"" is and its role in web application development",,,,,knowledge,core,,,,,,,,,,,
ea7d247d-297d-4459-af93-0fb9163590c4,,,,,"can list and explain the core syntactical elements of HTML (elements, tags, attributes, content)",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
03988c43-c65b-4486-8589-17fc748314b6,,,,,structures documents correctly,,,,,habit,core,,0,0,0,,0,1,,1,0,
f1329205-5755-4af0-b1ed-e60f73b70eac,,,,,can create comments inside of HTML,,,,,,,,,,,,,,,,,
cf1d93df-6a0d-4eb1-a102-653396f69d80,,,,,can create an HTML page,,,,,skill,core,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,doctype,,,,,,,,,,,,,,,,
ff238ea0-b91e-45d3-ba0e-2db5bf7b705b,,,,,,can explain the function of the !DOCTYPE tag,,,,knowledge,core,,,,,,,,,,,
b76e32e1-ef58-428c-a691-b6e0ee3c11d7,,,,,,always sets a doctype tag,,,,habit,ideal,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
712e269d-856b-4d3b-a54a-71aab2e4fe85,,,,,,html elements,,,,,,,0,0,0,,0,0,,0,0,
5722a9c3-cf64-4de8-944c-30fbc0071409,,,,,,"can list and explain the main structural elements of an html file (html, head, body)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
051979c4-56f4-451f-8e8f-9a86dc2bc45a,,,,,,"can list common tags, their attributes and their purpose/function (html, head, title, link, body, h1, p, div, span, ul, ol, li, a)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
979bf1a1-eff9-4c80-80cf-47e02d847fb2,,,,,,can explain the difference between ids and classes and when each should be used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
c7f90654-791e-4632-8360-37daf0377cf0,,,,,,uses ids and classes appropiately,,,,habit,core,,0,0,0,,0,1,,1,0,
5696d82f-88d4-44d1-b81c-5f2dcbdea843,,,,,,"can list common tags that are self-closing (br, img, meta, input,...)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
0a3c10e1-67ef-459b-8edc-988e7f56cb06,,,,,,"does not use deprecated elements (center,frame,font,...)",,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,semantics,,,,,,,,,,,,,,,
34a04c35-6aaa-4624-a7da-bcb62ff87e61,,,,,,,can explain what is meant by 'semantic meaning' with regards to html elements,,,knowledge,core,,1,1,0,,1,0,,0,1,
eb38d356-c37f-4cfa-87b6-7af11b06cd8d,,,,,,,makes appropriate use of semantic elements,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,"generic elements (div, span)",,,,,,,,,,,,,,,
145deb77-c18f-4350-82e1-5118d0daea0d,,,,,,,can explain the function of div and span and when each should be used,,,knowledge,core,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"metadata (title, link, script, style, meta)",,,,,,,,,,,,,,,
e02ef8d7-4aa1-4690-85f2-3d4dae506529,,,,,,,"can list common HTML metadata tags, their attributes and their purpose/function",,,knowledge,core,,,,,,,,,,,
c113c4f3-9e2e-4889-8905-4fbe4f183049,,,,,,,can make use of common HTML metadata tags,,,skill,core,,,,,,,,,,,
968f3bc1-dfe7-4f12-ac9e-a741e8c5f716,,,,,,,uses HTML metadata tags appropriately,,,habit,ideal,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
953a8447-229f-4e3c-9f52-52392aeda0c5,,,,,,,"sectioning (section, header, article, nav, h1, aside, footer)",,,,,,0,0,0,,0,0,,0,0,
999820b7-fa58-4e73-96d2-be892ab9f46e,,,,,,,can make use of HTML sectioning elements,,,skill,core,,0,0,1,,0,1,,1,0,
2aed89de-0428-4645-9505-e2f10e716e07,,,,,,,uses sectioning elements appropriately,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
fe33a517-7521-41b1-9957-5733876dc41a,,,,,,,"text content (dl, ol, ul, p, pre)",,,,,,0,0,0,,0,0,,0,0,
1b2e755a-d316-44ac-9b75-0b45986e27e5,,,,,,,can make use of HTML text content elements,,,skill,core,,0,0,1,,0,1,,1,0,
6d6eeac8-46ef-49ed-83b2-78447b6febd9,,,,,,,uses HTML text content elements appropriately,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
92efddf2-48c7-4b27-80a0-f97b7ecc1854,,,,,,,"inline text semantics (a, em, br, span, strong)",,,,,,0,0,0,,0,0,,0,0,
162b3694-24ab-4bfc-b8a6-a5bff8da2df9,,,,,,,can make use of HTML inline text elements,,,skill,core,,0,0,1,,0,1,,1,0,
96f4eeb7-09dc-4378-8d1f-322457f537a6,,,,,,,uses HTML inline text elements appropriately,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,hyperlink,,,,,,,,,,,,,,
8df1e7d2-397f-45b3-bc23-5d1f0bab1adb,,,,,,,,"can explain what is meant by a ""hyperlink"" and why they are used",,knowledge,core,,,,,,,,,,,
b29185cc-a4f3-4152-bfaf-9a53f5a4ebfe,,,,,,,,"can explain the difference between ""absolute"" and ""relative"" links",,knowledge,core,,,,,,,,,,,
1281cc64-c293-4486-9c87-09631b37b20c,,,,,,,,"can explain the behaviour of links that start with ""//""",,knowledge,core,,,,,,,,,,,
6e3a9c70-4d10-4997-9209-f1264e766c8a,,,,,,,,can create a link that opens in a new window,,skill,core,,,,,,,,,,,
e44068fa-8dfb-4b47-b918-c4c009373356,,,,,,,,can create a link to another page in the same site (relative),,skill,core,,,,,,,,,,,
40b7f790-7a5c-4d69-be02-3b5f1557fa0e,,,,,,,,can create a link to a part of the same page (#anchor),,skill,core,,,,,,,,,,,
314ccbb0-892f-4b7c-bd77-687e3f5f5b91,,,,,,,,can create a link to a different website (absolute),,skill,core,,,,,,,,,,,
55149af0-a075-4110-b0b6-5b32f7f431b0,,,,,,,,can create a link to an email address,,skill,core,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
71b552fe-e852-48cc-962b-d6734a61eff3,,,,,,,tables,,,,,,0,0,0,,0,0,,0,0,
e87a4586-2caf-47f0-8aab-a05f043a7139,,,,,,,can explain when tables are appropriate,,,knowledge,core,,1,1,0,,1,0,,0,1,
4c3467de-0302-4ac4-9cbc-6b60ca6fc196,,,,,,,can create tables in HTML,,,skill,core,,0,0,1,,0,1,,1,0,
b6eb1930-eeb9-4b3a-9032-15f32dc8309b,,,,,,,uses tables when appropriate,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
704f3685-934e-4b3b-9c3d-df93df84f395,,,,,,,forms,,,,,,0,0,0,,0,0,,0,0,
da05bfed-1ec7-4fef-ad2d-537fd6da1025,,,,,,,can explain what is meant by an HTML form and what they are used for,,,knowledge,core,,1,1,0,,1,0,,0,1,
c4e2f027-45a3-4b80-9c88-83a8b63cf366,,,,,,,can explain the purpose of the action attribute in a form,,,knowledge,core,,1,1,0,,1,0,,0,1,
496b5555-6f57-4f98-8f14-92b0b5636de9,,,,,,,can explain the purpose of the method attribute in a form,,,knowledge,core,,1,1,0,,1,0,,0,1,
59f5347a-e261-408a-bf50-0ece0a6d0cb9,,,,,,,can explain the difference between setting GET and POST as the form method wrt. the resulting HTTP request,,,knowledge,core,,1,1,0,,1,0,,0,1,
25abb374-6852-48bb-bf1f-d0e751c970df,,,,,,,can create a form to send a GET request,,,skill,core,,0,0,1,,0,1,,1,0,
2e5e9cb8-7a21-4e8a-9e40-8dff547966e1,,,,,,,can create a form to send a POST request,,,skill,core,,0,0,1,,0,1,,1,0,
2a28c369-4ad4-43ea-809d-b3fa279e5697,,,,,,,uses placeholders when appropriate,,,habit,core,,0,0,0,,0,1,,1,0,
cadf2902-9276-42e3-ae61-525f5356ecb3,,,,,,,"can explain when ""multipart/form-data"" encoding would be used when submitting a form",,,knowledge,ideal,,1,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a1d9e7a9-8664-49ba-8397-63f0a9448d61,,,,,,,,"field types (input, select, textarea, radio, checkbox, file-upload, button, hidden)",,,,,0,0,0,,0,0,,0,0,
66205dfb-a23c-4556-b52c-d87f9098967d,,,,,,,,can list the common form field types and when each should be used,,knowledge,core,,1,1,0,,1,0,,0,1,
7a424042-317f-4794-9918-00ea10c97644,,,,,,,,can make use of all common form field types,,skill,core,,0,0,1,,0,1,,1,0,
8b526c7d-35ff-43d7-aa41-31ee98c6a9a5,,,,,,,,uses appropriate form field types,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f08ae5b4-0b10-43ed-9644-9b1fbc99b4a5,,,,,,,,input,,,,,0,0,0,,0,0,,0,0,
3c840d51-743b-4c7b-8be1-eb0a8408bef6,,,,,,,,"can list the common input field types (text, password, numeric) ",,knowledge,core,,1,1,0,,1,0,,0,1,
dbc4443d-915d-4d77-bcd4-874b2d7c3d7a,,,,,,,,can make use of common input field types,,skill,core,,0,0,1,,0,1,,1,0,
b9227feb-24b9-48dc-bb13-201f67581a45,,,,,,,,uses appropriate input field types,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
1386a3d5-d147-477a-88e6-2ea00702ad33,,,,,,,,validation,,,,,0,0,0,,0,0,,0,0,
218347c0-2e71-4f57-be65-f4844cbfaf47,,,,,,,,can explain what validation is and why it is used,,knowledge,core,,1,1,0,,1,0,,0,1,
aa139e3b-36be-4ebe-90f2-13bc954a37bc,,,,,,,,can make use of HTML form validation,,skill,core,,0,0,1,,0,1,,1,0,
78972e19-ecc8-4d8c-902a-e1e5feebc683,,,,,,,,uses HTML form validation when appropriate,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a3f2d153-7d86-4232-9895-5905e8e10ac7,,,,,,,,labels,,,,,0,0,0,,0,0,,0,0,
3429c730-8345-41b2-9746-c94630b9d8b7,,,,,,,,can explain what labels are used for and how they affect form functionality,,knowledge,core,,1,1,0,,1,0,,0,1,
d1fe7b5e-5e8a-4b54-8c35-587c4e592462,,,,,,,,can use labels in an HTML form,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
9787acf5-790a-490d-9ef6-56eb6671832d,,,,,,data-attributes,,,,,,,0,0,0,,0,0,,0,0,
fcab7a1a-e69c-4f79-9f1a-e43556787880,,,,,,can explain what data-attributes are and why they are used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
81f2d074-96f8-4192-809b-80d327679406,,,,,,"can make use of data-attributes in html and js (set, retrieve)",,,,skill,core,,0,0,1,,0,1,,1,0,
c778d65c-4411-46e7-8405-5d4de5955a05,,,,,,makes use of data attributes when appropriate (instead of storing data in class names or rel attributes),,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
b36e50ea-5460-44b1-abcc-124cfbf63719,,,,,,template engines,,,,,,,0,0,0,,0,0,,0,0,
b86239df-e8f4-45e7-bad1-573e6abf1b5c,,,,,,can explain what template engines are and why they are used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
43dc0df1-d2fe-46b4-87a2-ee4676fb1aea,,,,,,can configure and use a server-side template engine to generate HTML,,,,skill,core,,0,0,1,,0,1,,1,0,
970772b0-2da0-4c2a-8dc9-fe977647b1dc,,,,,,can configure and use a client-side template engine to generate HTML,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
e77ddcbc-7a24-47a7-85d3-bcbe85d4c2a9,,,,,,,partials,,,,,,0,0,0,,0,0,,0,0,
1c0ce959-e0eb-452e-b0cb-8e13eab87569,,,,,,,can explain what partials are and why they are used,,,knowledge,core,,1,1,0,,1,0,,0,1,
d8e58ac7-de75-40f0-b546-7c6dd0daa179,,,,,,,can use partials,,,skill,core,,0,0,1,,0,1,,1,0,
688dac2d-73e3-492d-ad2a-f0460ebb7d52,,,,,,,uses partials when appropriate,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ec8cc063-8a4d-456b-bf86-7c46c5e5bb15,S,,,,css,,,,,,,,0,0,0,,0,0,,0,0,
eaea86e5-4057-475a-99a5-20a912ab78ec,,,,,"can explain what ""CSS"" is and its role in web application development",,,,,knowledge,core,,,,,,,,,,,
02a042f6-6c4e-4bbf-ba49-bb30a40764ab,,,,,"can list and explain the core syntactical elements of CSS (selectors, properties, values)",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
b0646d68-d54e-41d2-b35e-f279cb4e2805,,,,,"can identify the various ways that css can be added to HTML (inline, link, @import, <style>, in head, in body) and implications",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
7b4403b1-1da0-4522-93f3-d13ed7cdedd9,,,,,can create comments inside CSS,,,,,skill,core,,,,,,,,,,,
954a74e3-4e81-4914-99b0-ceb764161e87,,,,,can style an HTML document with CSS,,,,,skill,core,,0,0,1,,0,1,,1,0,
260002f7-f572-44cf-aee3-34cc6720fc68,,,,,uses shorthand methods when appropriate,,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
748488dd-b314-408f-9441-bbb198f54e63,,,,,,selectors,,,,,,,0,0,0,,0,0,,0,0,
a46e83b2-ec4c-4658-960a-78da9ed8a7f9,,,,,,"can list the common selectors, their syntax and their function (type, .class, #id)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
0ff8f315-11e4-4294-8f55-57cb2e223ee1,,,,,,"attribute selectors ([attr], [attr=] [attr^=] attr[*=] attr[$=] attr[~=] attr[|=])",,,,,,,0,0,0,,0,0,,0,0,
2e69a2b8-d787-4725-bac4-5e84c5da4264,,,,,,"combinators (_, >, +, ~)",,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f5ef283f-c6c5-49a6-9eba-3528c5b970c4,,,,,,,pseudo-classes,,,,,,0,0,0,,0,0,,0,0,
c40b6b92-8778-442f-8e62-f4ef0329fbbc,,,,,,,"link (:link, :visited)",,,,,,0,0,0,,0,0,,0,0,
f5bee18b-00fa-495e-858f-035075a51f6c,,,,,,,"user action (:hover, :active, :focus)",,,,,,0,0,0,,0,0,,0,0,
d84507df-7abb-4914-9860-47535a213f01,,,,,,,"input (:enabled, :disabled, :checked, :indeterminate)",,,,,,0,0,0,,0,0,,0,0,
b4f3a940-085c-4c16-8de4-14f4089604f4,,,,,,,"position (:first-child, :last-child, :only-child, :nth-child, :nth-last-child, :first-of-type, :last-of-type, :only-of-type, :nth-of-type, :nth-last-of-type)",,,,,,0,0,0,,0,0,,0,0,
a76daf75-787c-446d-8da1-9c70725b427d,,,,,,,target (:target),,,,,,0,0,0,,0,0,,0,0,
dff752bb-c81c-4948-9e28-71fba40ef2ef,,,,,,,empty (:empty),,,,,,0,0,0,,0,0,,0,0,
f0d23077-bf8f-4b50-84bb-9b09490e193e,,,,,,,negation (:not() ),,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
85cc4b0b-f108-4013-b4c0-85ad10f3f9e8,,,,,,,pseudo-elements,,,,,,0,0,0,,0,0,,0,0,
5709a483-c097-4263-bf16-119c2b0335c8,,,,,,,"textual (::first-line, ::first-letter, ::before, ::after, ::selection)",,,,,,0,0,0,,0,0,,0,0,
1792511b-cf57-4f7d-bfa2-e910483b91e7,,,,,,,makes use of pseudo-elements when appropriate (instead of adding empty HTML elements),,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
b335ab56-3a88-4fa1-8128-9033fffb9128,,,,,,,inheritance and specificity,,,,,,0,0,0,,0,0,,0,0,
bcd485e7-79ad-47f0-b180-055981142b15,,,,,,,can explain how inheritance works in CSS,,,knowledge,core,,1,1,0,,1,0,,0,1,
c4d41011-b6f9-411e-90e9-10784571a5a1,,,,,,,can explain what is meant by CSS specifity,,,knowledge,core,,1,1,0,,1,0,,0,1,
f9326f43-6726-4efc-8036-7cbd1b7205fc,,,,,,,"can explain what factors influence specificity (inline, id, attribute/class/pseudo-class, name/pseudo-element)",,,knowledge,core,,1,1,0,,1,0,,0,1,
aa2b123c-2e0c-40dc-9ae7-9f70014e2fdf,,,,,,,can explain how CSS specifity is calculated,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
3cbe2a10-0c58-4277-9a36-9c595491a0ea,,,,,,,avoids the use of !important,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
2cfa03b8-f460-4495-b5e7-96b364e867a8,,,,,,box model,,,,,,,0,0,0,,0,0,,0,0,
3f80e406-101d-4eb3-a2f2-107ddfee65a8,,,,,,can identify which elements have block-styling vs. inline-styling by default (ex. div and span),,,,knowledge,core,,1,1,0,,1,0,,0,1,
7f7bc63a-f7af-4d82-ab05-042bb2d2649e,,,,,,can explain the different between block-styling and inline-styling,,,,knowledge,core,,1,1,0,,1,0,,0,1,
ac1a399b-8ea8-4b33-87d2-ec0a2af66797,,,,,,"padding, margin, border",,,,,,,0,0,0,,0,0,,0,0,
3dc0d44c-9a6e-4e04-bf06-1cdc1c70dedb,,,,,,can explain the CSS box model,,,,knowledge,core,,1,1,0,,1,0,,0,1,
0b0deab7-e08d-4e2c-ae85-3be424c23d7e,,,,,,"can explain the difference between margin and padding (background, margin-collapsing, width)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
8dbb1781-4c57-4693-8662-571b8edfccb4,,,,,,can explain how the box-sizing property affects the box model,,,,knowledge,core,,1,1,0,,1,0,,0,1,
3e49d1bb-a7cd-46c3-8dba-144ece8259f6,,,,,,"can calculate the 'total width' of an element with width, margins, borders and padding",,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0df5dbb0-3f69-4d0f-9c1e-fa5667f07a97,,,,,,layout modes,,,,,,,0,0,0,,0,0,,0,0,
d9fac109-5540-4915-b396-a8eeba03b69b,,,,,,"can list the CSS layout modes (normal (block, inline), float, table, positioned, flex-box)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
a5fb6286-f126-4a31-bec1-26df6b1c767e,,,,,,can explain the effect of CSS layout modes and give examples for when each is appropriate,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f811634e-5887-42ba-a466-f0beb685d503,,,,,,,"normal (block, inline)",,,,,,0,0,0,,0,0,,0,0,
b1d66cc8-acb7-44c0-8965-495bda5c29a3,,,,,,,can explain how elements are layed-out out in the normal flow,,,knowledge,,,1,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
3f98d970-7382-4418-bf62-fad2b293d409,,,,,,,float,,,,,,0,0,0,,0,0,,0,0,
6c5fb6d8-7787-4211-974a-97f52cdb6ca4,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
6ea8c26f-e558-4a42-8332-0e25c89db846,,,,,,,table,,,,,,0,0,0,,0,0,,0,0,
375774f8-26e9-450b-ac85-eeec5def4e15,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ce67d822-05b5-46a2-bc0d-27392c37c043,,,,,,,positioned,,,,,,0,0,0,,0,0,,0,0,
d8465d69-81de-4ffa-a3ab-192c8463dd2a,,,,,,,"fixed, absolute, relative, static",,,,,,0,0,0,,0,0,,0,0,
6210d737-275a-427a-9e61-5efcffdf6396,,,,,,,z-index,,,,,,0,0,0,,0,0,,0,0,
1599937a-21e5-4724-971e-e1902962eeee,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
b82ea705-d883-4451-ad10-923c0098521f,,,,,,,flexbox,,,,,,0,0,0,,0,0,,0,0,
0dfd553e-c87b-4528-a84d-4486f046eca2,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0575a899-c752-4e2c-bc59-f5c1a7f14dc1,,,,,,transitions,,,,,,,0,0,0,,0,0,,0,0,
04bf36f0-38b3-4265-be9b-59935cd827bf,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
556fb1e7-1639-46ca-b6c5-a6fde85442fe,,,,,,animations,,,,,,,0,0,0,,0,0,,0,0,
0f0d97c0-7310-4984-b530-c11aff0e49b0,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
e5d73a4e-49ef-4fcf-b09f-ab216271eb88,,,,,,vendor prefixes,,,,,,,0,0,0,,0,0,,0,0,
e9b9c05f-7db5-4ea0-a3be-5c26249724e3,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0e8e2023-5502-4fa9-b03d-4e3671ddebad,,,,,,media queries,,,,,,,0,0,0,,0,0,,0,0,
4103d08b-0280-474e-bb5b-d1d55748b6be,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
8f3c8271-2c65-414a-8b03-a41ddbdc0482,,,,,,fonts,,,,,,,0,0,0,,0,0,,0,0,
91d80368-d776-4067-867e-7cb319dbaf65,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
72e50b91-cf17-404c-9576-9a6bf59b5fc7,,,,,,"css preprocessors (SASS, LESS)",,,,,,,0,0,0,,0,0,,0,0,
370e1a00-50cc-4fde-a663-d4058d86644d,,,,,,"explain css preprocessing, rationale, benefits, tradeoffs",,,,knowledge,core,,1,1,0,,1,0,,0,1,
b339f5d1-3e0d-4f97-8bff-10ad37aa94df,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ea9f0325-4bdb-4e0e-94f5-61ce572ff929,,,,,,,SASS,,,,,,0,0,0,,0,0,,0,0,
e1d9e21d-6388-4e07-b42a-87515a29d084,,,,,,,seperates SASS into organized seperate files,,,habit,extra,,0,0,0,,0,0,,0,0,
5fad612d-0b32-4401-86ae-d1b29dce78d5,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
c979e7d7-2545-4369-9f9f-6ddc1784c017,,,,,,css resets,,,,,,,0,0,0,,0,0,,0,0,
f679bb14-e2bd-4e38-9f98-50029209df06,,,,,,"can explain what ""css resets"" are and why they are used",,,,knowledge,core,,1,1,0,,1,0,,0,1,
